지역,umdNm,aptNm,buildYear,addr_display,lat,lon,match_query
서울 양천구,목동,극동늘푸른,1998,목동중앙본로,37.5261241,126.8645174,대한민국 서울 양천구 목동
서울 양천구,목동,금강에스쁘아,2002,목동중앙본로,37.5261241,126.8645174,대한민국 서울 양천구 목동
서울 양천구,목동,목동성원,2000,목동중앙로,37.5357127,126.8704635,대한민국 서울 양천구 목동 목동중앙로
서울 양천구,신월동,신목동파라곤,2024,오목로,37.5290495,126.8335466,대한민국 서울 양천구 신월동
서울 양천구,신월동,신정두산위브,2012,신월로20길,37.5290495,126.8335466,대한민국 서울 양천구 신월동
서울 양천구,신정동,세양청마루,2006,목동남로2길,37.5163163,126.8634455,대한민국 서울 양천구 신정동
서울 양천구,신정동,신정현대5,1999,신정로,37.5082229,126.840326,대한민국 서울 양천구 신정동 신정로
서울 양천구,신정동,신트리1,1999,신정로,37.5082229,126.840326,대한민국 서울 양천구 신정동 신정로
서울 양천구,신정동,신트리4,2000,신정로,37.5082229,126.840326,대한민국 서울 양천구 신정동 신정로
서울 영등포구,대림동,보라매 신동아 파밀리에,2016,디지털로,37.4967202,126.9011231,대한민국 서울 영등포구 대림동
서울 영등포구,도림동,동아에코빌,2000,도림로,37.5112921,126.8982913,대한민국 서울 영등포구 도림동 도림로
서울 영등포구,문래동4가,문래동삼환,2001,도림로143길,37.5144383,126.8907891,대한민국 서울 영등포구 문래동4가 도림로143길
서울 영등포구,문래동6가,대원,1998,문래로4길,37.5189937,126.8833408,대한민국 서울 영등포구 문래동6가 문래로4길
서울 영등포구,문래동6가,문래미원,1996,문래로8길,37.5194988,126.8858707,대한민국 서울 영등포구 문래동6가 문래로8길
서울 영등포구,문래동6가,문래베어스타운,1997,선유서로,37.5182313,126.88445,대한민국 서울 영등포구 문래동6가 선유서로
서울 영등포구,문래동6가,현대2차,1987,문래로4길,37.5189937,126.8833408,대한민국 서울 영등포구 문래동6가 문래로4길
서울 영등포구,양평동1가,한신공영,1996,영등포로12길,37.5214309,126.8874809,대한민국 서울 영등포구 양평동1가 영등포로12길
서울 영등포구,양평동3가,삼천리,2000,선유서로,37.5264469,126.88644,대한민국 서울 영등포구 양평동3가 선유서로
서울 영등포구,양평동3가,삼호,1998,선유로,37.5264549,126.8917773,대한민국 서울 영등포구 양평동3가 선유로
서울 영등포구,양평동3가,양평역미소지움,2018,양산로,37.5252663,126.888465,대한민국 서울 영등포구 양평동3가 양산로
서울 영등포구,양평동5가,동보,1998,양평로23길,37.5374625,126.8912516,대한민국 서울 영등포구 양평동5가 양평로23길
서울 영등포구,양평동6가,동양,2000,양평로30가길,37.5424967,126.8906357,대한민국 서울 영등포구 양평동6가 양평로30가길
서울 용산구,효창동,아인하우스,2012,효창원로70길,37.5417588,126.9635889,대한민국 서울 용산구 효창동 효창원로70길
서울 은평구,불광동,북한산래미안아파트(1단지),2010,진흥로,37.6106964,126.9398781,대한민국 서울 은평구 불광동 진흥로
서울 은평구,불광동,북한산래미안아파트(2단지),2010,진흥로,37.6106964,126.9398781,대한민국 서울 은평구 불광동 진흥로
서울 은평구,불광동,북한산현대홈타운,2004,불광로2길,37.6119759,126.9324871,대한민국 서울 은평구 불광동 불광로2길
서울 은평구,불광동,북한산현대힐스테이트3차아파트,2010,불광로,37.6109348,126.9306324,대한민국 서울 은평구 불광동 불광로
서울 은평구,불광동,북한산힐스테이트1차아파트,2009,불광로2길,37.6119759,126.9324871,대한민국 서울 은평구 불광동 불광로2길
서울 은평구,불광동,북한산힐스테이트7차,2011,통일로,37.612423,126.9284188,대한민국 서울 은평구 불광동 통일로
서울 은평구,불광동,불광롯데캐슬,2018,불광로,37.6109348,126.9306324,대한민국 서울 은평구 불광동 불광로
서울 은평구,수색동,청구,2000,증산로1길,37.5851873,126.8948584,대한민국 서울 은평구 수색동
서울 은평구,역촌동,센트레빌아스테리움시그니처,2026,갈현로7길,37.6034521,126.9097219,대한민국 서울 은평구 역촌동 갈현로7길
서울 은평구,응암동,e편한세상백련산,2022,백련산로,37.594284,126.9230477,대한민국 서울 은평구 응암동 백련산로
서울 은평구,응암동,백련산에스케이뷰아이파크,2020,응암로30길,37.5964792,126.9204159,대한민국 서울 은평구 응암동 응암로30길
서울 은평구,응암동,백련산파크자이,2021,백련산로,37.594284,126.9230477,대한민국 서울 은평구 응암동 백련산로
서울 은평구,응암동,백련산해모로,2020,응암로30길,37.5964792,126.9204159,대한민국 서울 은평구 응암동 응암로30길
서울 은평구,응암동,백련산힐스테이트1차,2011,백련산로2길,37.5907508,126.9245029,대한민국 서울 은평구 응암동 백련산로2길
서울 은평구,응암동,백련산힐스테이트4차,2018,백련산로,37.594284,126.9230477,대한민국 서울 은평구 응암동 백련산로
서울 은평구,증산동,DMC우방,2000,증산로3길,37.5809026,126.9052353,대한민국 서울 은평구 증산동 증산로3길
서울 은평구,진관동,박석고개1단지힐스테이트(101~111동)BL2-12,2009,진관1로,37.632951,126.9201794,대한민국 서울 은평구 진관동 진관1로
서울 은평구,진관동,박석고개1단지힐스테이트(116~131동)BL2-1,2009,진관1로,37.632951,126.9201794,대한민국 서울 은평구 진관동 진관1로
서울 종로구,숭인동,종로청계힐스테이트,2009,숭인동길,37.5786244,127.0212923,대한민국 서울 종로구 숭인동 숭인동길
서울 종로구,창신동,두산,1999,지봉로5길,37.57595,127.01313,대한민국 서울 종로구 창신동
서울 중구,신당동,신당동파라다이스,2000,다산로42나길,37.5651969,127.01322,대한민국 서울 중구 신당동
서울 중구,황학동,롯데캐슬,2008,청계천로,37.5716814,127.0211742,대한민국 서울 중구 황학동 청계천로
서울 중랑구,면목동,쌍용더플래티넘용마산,2020,용마산로,37.5821512,127.0934472,대한민국 서울 중랑구 면목동 용마산로
서울 중랑구,면목동,용마산하늘채,2015,용마산로,37.5821512,127.0934472,대한민국 서울 중랑구 면목동 용마산로
서울 중랑구,면목동,한양수자인사가정파크,2019,사가정로72길,37.5817944,127.0910424,대한민국 서울 중랑구 면목동
서울 중랑구,묵동,이편한세상화랑대,2017,숙선옹주로,37.6152492,127.0783243,대한민국 서울 중랑구 묵동 숙선옹주로
서울 중랑구,상봉동,프레미어스엠코,2013,망우로,37.5974259,127.0891826,대한민국 서울 중랑구 상봉동 망우로
서울 중랑구,중화동,한신아파트상가동유치원동(103~109),1997,동일로,37.5950043,127.0802785,대한민국 서울 중랑구 중화동 동일로
